"year","community_area","cluster","neighbourhood","xls_url"
"2011","Seven Oaks","Seven Oaks West","Mandalay West","/Census/2011/Community Areas/Seven Oaks Neighbourhood Cluster/Neighbourhoods/Seven Oaks West/Seven Oaks West Neighbourhoods/Mandalay West/Mandalay West.xls"
"2011","Seven Oaks","Seven Oaks West","Rosser-Old Kildonan","/Census/2011/Community Areas/Seven Oaks Neighbourhood Cluster/Neighbourhoods/Seven Oaks West/Seven Oaks West Neighbourhoods/Rosser-Old Kildonan/Rosser-Old Kildonan.xls"
"2011","Seven Oaks","Seven Oaks West","The Maples","/Census/2011/Community Areas/Seven Oaks Neighbourhood Cluster/Neighbourhoods/Seven Oaks West/Seven Oaks West Neighbourhoods/The Maples/The Maples.xls"
"2011","St. Boniface","St. Boniface East","Archwood","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Archwood/Archwood.xls"
"2011","St. Boniface","St. Boniface East","Dufresne","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Dufresne/Dufresne.xls"
"2011","St. Boniface","St. Boniface East","Holden","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Holden/Holden.xls"
"2011","St. Boniface","St. Boniface East","Island Lakes","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Island Lakes/Island Lakes.xls"
"2011","St. Boniface","St. Boniface East","Maginot","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Maginot/Maginot.xls"
"2011","St. Boniface","St. Boniface East","Mission Industrial","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Mission Industrial/Mission Industrial.xls"
"2011","St. Boniface","St. Boniface East","Niakwa Park","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Niakwa Park/Niakwa Park.xls"
"2011","St. Boniface","St. Boniface East","Niakwa Place","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Niakwa Place/Niakwa Place.xls"
"2011","St. Boniface","St. Boniface East","Royalwood","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Royalwood/Royalwood.xls"
"2011","St. Boniface","St. Boniface East","Sage Creek","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Sage Creek/Sage Creek.xls"
"2011","St. Boniface","St. Boniface East","Southdale","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Southdale/Southdale.xls"
"2011","St. Boniface","St. Boniface East","Southland Park","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Southland Park/Southland Park.xls"
"2011","St. Boniface","St. Boniface East","Stock Yards","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Stock Yards/Stock Yards.xls"
"2011","St. Boniface","St. Boniface East","Tissot","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Tissot/Tissot.xls"
"2011","St. Boniface","St. Boniface East","Windsor Park","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface East/St. Boniface East Neighbourhoods/Windsor Park/Windsor Park.xls"
"2011","St. Boniface","St. Boniface West","Central St. Boniface","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface West/St. Boniface West Neighbourhoods/Central St. Boniface/Central St. Boniface.xls"
"2011","St. Boniface","St. Boniface West","North St. Boniface","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface West/St. Boniface West Neighbourhoods/North St. Boniface/North St. Boniface.xls"
"2011","St. Boniface","St. Boniface West","Norwood East","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface West/St. Boniface West Neighbourhoods/Norwood East/Norwood East.xls"
"2011","St. Boniface","St. Boniface West","Norwood West","/Census/2011/Community Areas/St. Boniface Neighbourhood Cluster/Neighbourhoods/St. Boniface West/St. Boniface West Neighbourhoods/Norwood West/Norwood West.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia East","Airport","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia East/St. James - Assiniboia East Neighbourhoods/Airport/Airport.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia East","Birchwood","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia East/St. James - Assiniboia East Neighbourhoods/Birchwood/Birchwood.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia East","Booth","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia East/St. James - Assiniboia East Neighbourhoods/Booth/Booth.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia East","Bruce Park","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia East/St. James - Assiniboia East Neighbourhoods/Bruce Park/Bruce Park.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia East","Deer Lodge","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia East/St. James - Assiniboia East Neighbourhoods/Deer Lodge/Deer Lodge.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia East","Jameswood","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia East/St. James - Assiniboia East Neighbourhoods/Jameswood/Jameswood.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia East","Kensington","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia East/St. James - Assiniboia East Neighbourhoods/Kensington/Kensington.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia East","King Edward","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia East/St. James - Assiniboia East Neighbourhoods/King Edward/King Edward.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia East","Silver Heights","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia East/St. James - Assiniboia East Neighbourhoods/Silver Heights/Silver Heights.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia East","Woodhaven","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia East/St. James - Assiniboia East Neighbourhoods/Woodhaven/Woodhaven.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia West","Assiniboia Downs","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia West/St. James - Assiniboia West Neighbourhoods/Assiniboia Downs/Assiniboia Downs.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia West","Buchanan","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia West/St. James - Assiniboia West Neighbourhoods/Buchanan/Buchanan.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia West","Crestview","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia West/St. James - Assiniboia West Neighbourhoods/Crestview/Crestview.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia West","Glendale","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia West/St. James - Assiniboia West Neighbourhoods/Glendale/Glendale.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia West","Heritage Park","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia West/St. James - Assiniboia West Neighbourhoods/Heritage Park/Heritage Park.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia West","Kirkfield","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia West/St. James - Assiniboia West Neighbourhoods/Kirkfield/Kirkfield.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia West","Sturgeon Creek","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia West/St. James - Assiniboia West Neighbourhoods/Sturgeon Creek/Sturgeon Creek.xls"
"2011","St. James - Assiniboia","St. James - Assiniboia West","Westwood","/Census/2011/Community Areas/St. James - Assiniboia Neighbourhood Cluster/Neighbourhoods/St. James - Assiniboia West/St. James - Assiniboia West Neighbourhoods/Westwood/Westwood.xls"
"2011","St. Vital","St. Vital North","Alpine Place","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital North/St. Vital North Neighbourhoods/Alpine Place/Alpine Place.xls"
"2011","St. Vital","St. Vital North","Elm Park","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital North/St. Vital North Neighbourhoods/Elm Park/Elm Park.xls"
"2011","St. Vital","St. Vital North","Glenwood","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital North/St. Vital North Neighbourhoods/Glenwood/Glenwood.xls"
"2011","St. Vital","St. Vital North","Kingston Crescent","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital North/St. Vital North Neighbourhoods/Kingston Crescent/Kingston Crescent.xls"
"2011","St. Vital","St. Vital North","Lavalee","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital North/St. Vital North Neighbourhoods/Lavalee/Lavalee.xls"
"2011","St. Vital","St. Vital North","Norberry","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital North/St. Vital North Neighbourhoods/Norberry/Norberry.xls"
"2011","St. Vital","St. Vital North","Pulberry","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital North/St. Vital North Neighbourhoods/Pulberry/Pulberry.xls"
"2011","St. Vital","St. Vital North","St. George","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital North/St. Vital North Neighbourhoods/St. George/St. George.xls"
"2011","St. Vital","St. Vital North","Varennes","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital North/St. Vital North Neighbourhoods/Varennes/Varennes.xls"
"2011","St. Vital","St. Vital North","Victoria Crescent","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital North/St. Vital North Neighbourhoods/Victoria Crescent/Victoria Crescent.xls"
"2011","St. Vital","St. Vital North","Worthington","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital North/St. Vital North Neighbourhoods/Worthington/Worthington.xls"
"2011","St. Vital","St. Vital South","Dakota Crossing","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital South/St. Vital South Neighbourhoods/Dakota Crossing/Dakota Crossing.xls"
"2011","St. Vital","St. Vital South","Meadowood","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital South/St. Vital South Neighbourhoods/Meadowood/Meadowood.xls"
"2011","St. Vital","St. Vital South","Minnetonka","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital South/St. Vital South Neighbourhoods/Minnetonka/Minnetonka.xls"
"2011","St. Vital","St. Vital South","Normand Park","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital South/St. Vital South Neighbourhoods/Normand Park/Normand Park.xls"
"2011","St. Vital","St. Vital South","River Park South","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital South/St. Vital South Neighbourhoods/River Park South/River Park South.xls"
"2011","St. Vital","St. Vital South","St. Vital Perimeter South","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital South/St. Vital South Neighbourhoods/St. Vital Perimeter South/St. Vital Perimeter South.xls"
"2011","St. Vital","St. Vital South","Vista","/Census/2011/Community Areas/St. Vital Neighbourhood Cluster/Neighbourhoods/St. Vital South/St. Vital South Neighbourhoods/Vista/Vista.xls"
"2011","Transcona","Transcona","Canterbury Park","/Census/2011/Community Areas/Transcona Neighbourhood Cluster/Transcona Neighbourhoods/Canterbury Park/Canterbury Park.xls"
"2011","Transcona","Transcona","Kern Park","/Census/2011/Community Areas/Transcona Neighbourhood Cluster/Transcona Neighbourhoods/Kern Park/Kern Park.xls"
"2011","Transcona","Transcona","Kildare-Redonda","/Census/2011/Community Areas/Transcona Neighbourhood Cluster/Transcona Neighbourhoods/Kildare-Redonda/Kildare-Redonda.xls"
"2011","Transcona","Transcona","Meadows","/Census/2011/Community Areas/Transcona Neighbourhood Cluster/Transcona Neighbourhoods/Meadows/Meadows.xls"
"2011","Transcona","Transcona","Melrose","/Census/2011/Community Areas/Transcona Neighbourhood Cluster/Transcona Neighbourhoods/Melrose/Melrose.xls"
"2011","Transcona","Transcona","Mission Gardens","/Census/2011/Community Areas/Transcona Neighbourhood Cluster/Transcona Neighbourhoods/Mission Gardens/Mission Gardens.xls"
"2011","Transcona","Transcona","Peguis","/Census/2011/Community Areas/Transcona Neighbourhood Cluster/Transcona Neighbourhoods/Peguis/Peguis.xls"
"2011","Transcona","Transcona","Radisson","/Census/2011/Community Areas/Transcona Neighbourhood Cluster/Transcona Neighbourhoods/Radisson/Radisson.xls"
"2011","Transcona","Transcona","Transcona South","/Census/2011/Community Areas/Transcona Neighbourhood Cluster/Transcona Neighbourhoods/Transcona South/Transcona South.xls"
"2011","Transcona","Transcona","Victoria West","/Census/2011/Community Areas/Transcona Neighbourhood Cluster/Transcona Neighbourhoods/Victoria West/Victoria West.xls"
